Date,Team,Notes,Year injured,Injured,Player
3/9/2011,Jazz,back spasms (DNP),2011,1,Andrei Kirilenko
3/9/2011,Jazz,patellar tendinitis in left knee (DNP),2011,1,Paul Millsap
3/9/2011,Kings,flu (DNP),2011,1,Beno Udrih
3/9/2011,Raptors,sore right knee (DNP),2011,1,Alex Ajinca
3/11/2011,Magic,lower abdominal strain (DNP),2011,1,J.J. Redick
3/13/2011,Knicks,illness (DTD),2011,1,Anthony Carter
3/13/2011,Suns,pubic symphysis (DNP),2011,1,Steve Nash
3/14/2011,Jazz,sprained left foot (DNP),2011,1,Gordon Hayward
3/14/2011,Rockets,lower abdomen stress (DNP),2011,1,Terrence Williams
3/15/2011,Bulls,flu (DNP),2011,1,Joakim Noah
3/15/2011,Mavericks,stiff lower back (DNP),2011,1,Brendan Haywood
3/15/2011,Rockets,surgery to relieve lower abdomen stress (out indefinteily),2011,1,Terrence Williams
3/15/2011,Wizards,left knee tendinitis (DNP),2011,1,Josh Howard
3/15/2011,Wizards,bruised left knee (DNP),2011,1,Nick Young
3/16/2011,Bucks,migraine headache (DNP),2011,1,Andrew Bogut
3/18/2011,Bucks,sprained right ankle (DNP),2011,1,Chris Douglas-Roberts
3/18/2011,Kings,sore right calf (DNP),2011,1,Luther Head
3/18/2011,Wizards,strained right shoulder (DNP),2011,1,Andray Blatche
3/19/2011,Blazers,right knee inflammation (DTD),2011,1,Armon Johnson
3/19/2011,Bobcats,sprained left ankle (DNP),2011,1,Garrett Temple
3/19/2011,Cavaliers,back spasms (DNP),2011,1,Baron Davis
3/19/2011,Nuggets,right Achilles tendon injury (DTD),2011,1,Al Harrington
3/21/2011,Heat,sprained right knee (out indefinitely),2011,1,Mario Chalmers
3/21/2011,Nets,sore right foot (DNP),2011,1,Damion James
3/21/2011,Spurs,sprained left ankle (out indefinitely),2011,1,Tim Duncan
3/22/2011,Blazers,sprained right ankle (DNP),2011,1,Marcus Camby
3/22/2011,Blazers,returned to lineup,2011,1,Armon Johnson
3/23/2011,Heat,sprained right knee (DNP),2011,1,Mario Chalmers
3/23/2011,Jazz,bruised left knee (DTD),2011,1,Andrei Kirilenko
3/23/2011,Jazz,sprained left ankle (DNP),2011,1,Derrick Favors
3/23/2011,Pistons,left knee injury (DTD),2011,1,Ben Wallace
3/23/2011,Rockets,sprained left ankle (DTD),2011,1,Chase Budinger
3/23/2011,Timberwolves,strained left groin (DTD),2011,1,Kevin Love
3/24/2011,Jazz,nerve damage in left knee (DNP),2011,1,Andrei Kirilenko
3/25/2011,Bobcats,bruised ribs (DNP),2011,1,Tyrus Thomas
3/25/2011,Celtics,sprained right ankle (DNP),2011,1,Troy Murphy
3/25/2011,Grizzlies,surgery to repair partially dislocated left shoulder (out for season),2011,1,Rudy Gay
3/25/2011,Magic,back spasms (DNP),2011,1,Quentin Richardson
3/25/2011,Raptors,sore left ankle (DNP),2011,1,Amir Johnson
3/25/2011,Raptors,sore right foot (DNP),2011,1,Reggie Evans
3/26/2011,Pistons,sore back (DNP),2011,1,Tracy McGrady
3/26/2011,Raptors,sore right ankle (DNP),2011,1,Andrea Bargnani
3/27/2011,Celtics,right finger injury (DNP),2011,1,Rajon Rondo
3/27/2011,Timberwolves,hip injury (DNP),2011,1,Nikola Pekovic
3/27/2011,Wizards,sore right foot (DNP),2011,1,Trevor Booker
3/28/2011,76ers,illness (DTD),2011,1,Tony Battie
3/28/2011,Jazz,migraine headache (DNP),2011,1,Kyrylo Fesenko
3/28/2011,Magic,sprained left knee (DNP),2011,1,Jameer Nelson
3/28/2011,Spurs,bruised left patella (DNP),2011,1,Tony Parker
3/28/2011,Spurs,bruised lower back (DNP),2011,1,Antonio McDyess
3/29/2011,Cavaliers,wrist injury (DTD),2011,1,Samardo Samuels
3/29/2011,Heat,bruised left knee (DNP),2011,1,Mike Miller
3/29/2011,Thunder,sprained left ankle (DNP),2011,1,Nick Collison
3/30/2011,Bobcats,sore left knee (DNP),2011,1,Tyrus Thomas
3/30/2011,Cavaliers,sprained right wrist (DNP),2011,1,Samardo Samuels
3/30/2011,Kings,surgery on back (out for season),2011,1,Marquis Daniels
3/30/2011,Magic,sprained right thumb (DNP),2011,1,Chris Duhon
3/30/2011,Nets,sore left knee (DNP),2011,1,Ben Uzoh
3/31/2011,Bobcats,surgery on knee to remove wires that were inserted to help heal torn patella tendon (out for season) (date approximate),2011,1,Joel Przybilla
4/1/2011,76ers,returned to lineup,2011,1,Tony Battie
4/1/2011,Jazz,sprained/bruised right foot (DNP),2011,1,Raja Bell
4/1/2011,Jazz,bruised left shin (DNP),2011,1,Ronnie Price
4/1/2011,Magic,flu (DNP),2011,1,Gilbert Arenas
4/1/2011,Suns,flu-like symptoms (DNP),2011,1,Steve Nash
4/2/2011,Bucks,bruised right chest/ribs (DNP),2011,1,Carlos Delfino
4/2/2011,Clippers,sore knee (DNP),2011,1,Ryan Gomes
4/2/2011,Timberwolves,sprained left ankle (DNP),2011,1,Darko Milicic
4/2/2011,Timberwolves,strained left groin (DNP),2011,1,Kevin Love
4/3/2011,Bobcats,lower back spasms (DNP),2011,1,Eduardo Najera
4/3/2011,Nuggets,hamstring injury (DTD),2011,1,Arron Afflalo
4/3/2011,Suns,flu (DNP),2011,1,Steve Nash
4/3/2011,Wizards,strained left patella tendon (DNP),2011,1,Hamady N'Diaye
4/5/2011,Cavaliers,strained left groin (DNP),2011,1,Samardo Samuels
4/5/2011,Jazz,fractured right thumb (DNP),2011,1,Kyrylo Fesenko
4/5/2011,Nets,left knee tendinitis (DTD),2011,1,Anthony Morrow
4/5/2011,Wizards,stress fracture in left foot (DTD),2011,1,Cartier Martin
4/6/2011,Magic,left knee tendinitis (DNP),2011,1,Jason Richardson
4/6/2011,Mavericks,rest (DNP),2011,1,Jason Kidd
4/6/2011,Nets,left knee tendinitis (DNP),2011,1,Anthony Morrow
4/6/2011,Nuggets,sprained left knee and ankle (DNP),2011,1,Timofey Mozgov
4/7/2011,Blazers,strained/sore neck (DNP),2011,1,Marcus Camby
4/7/2011,Jazz,strained left calf (DNP),2011,1,Ronnie Price
4/7/2011,Warriors,surgery on right wrist to remove bone spur (out for season),2011,1,Acie Law
4/8/2011,Clippers,sprained right knee (DNP),2011,1,Chris Kaman
4/8/2011,Knicks,surgery on knee (date approximate),2011,1,Andy Rautins
4/8/2011,Pistons,strained right knee (DNP),2011,1,Will Bynum
4/8/2011,Raptors,sore/strained left hamstring (DNP),2011,1,Jose Calderon
4/8/2011,Suns,strained right hamstring (DNP),2011,1,Steve Nash
4/8/2011,Wizards,strained patella tendon nin left knee (DNP),2011,1,Hamady N'Diaye
4/9/2011,Bucks,separated left shoulder (DNP),2011,1,Jon Brockman
4/9/2011,Nuggets,sore left ankle (DNP),2011,1,Wilson Chandler
4/9/2011,Rockets,sore left foot / knee (CBC) (DNP),2011,1,Kyle Lowry
4/9/2011,Rockets,sore left knee (DNP),2011,1,Luis Scola
4/10/2011,Pistons,ill (DNP),2011,1,DaJuan Summers
4/10/2011,Raptors,sore right knee (DTD),2011,1,Sonny Weems
4/11/2011,Cavaliers,back spasms (DNP),2011,1,Anthony Parker
4/11/2011,Celtics,rest (DNP),2011,1,Paul Pierce
4/11/2011,Celtics,rest (DNP),2011,1,Ray Allen
4/11/2011,Kings,sprained left ankle (DNP),2011,1,Tyreke Evans
4/11/2011,Nets,surgery on right wrist to remove bone fragments and scar tissue (out for season),2011,1,Deron Williams
4/11/2011,Nets,separated left shoulder (DNP),2011,1,Mario West
4/11/2011,Nuggets,right Achilles tendon injury / rest (DNP),2011,1,Al Harrington
4/11/2011,Nuggets,sprained right ankle (DNP),2011,1,Danilo Gallinari
4/11/2011,Pistons,rest (DNP),2011,1,Tracy McGrady
4/11/2011,Raptors,sore left index finger (DNP),2011,1,Reggie Evans
4/11/2011,Raptors,sore right knee (DNP),2011,1,Sonny Weems
4/11/2011,Rockets,sore left foot (DNP),2011,1,Kyle Lowry
4/11/2011,Suns,bruised left hip / knee injury (DNP),2011,1,Vince Carter
4/11/2011,Warriors,concussion (DNP),2011,1,Monta Ellis
4/12/2011,Bucks,arthroscopic surgery on right elbow to remove loose particles and scar tissue (out for season),2011,1,Andrew Bogut
4/12/2011,Grizzlies,rest (DNP),2011,1,Tony Allen
4/12/2011,Grizzlies,left elbow injury / rest (DNP),2011,1,Zach Randolph
4/12/2011,Hornets,surgery on left knee to repair torn ACL (out for season),2011,1,David West
4/12/2011,Lakers,hyperextended right knee (left game),2011,1,Andrew Bynum
4/12/2011,Lakers,sore right knee (DNP),2011,1,Matt Barnes
4/12/2011,Lakers,chicken pox (DNP),2011,1,Steve Blake
4/12/2011,Spurs,rest (DNP),2011,1,Tony Parker
4/12/2011,Spurs,rest (DNP),2011,1,Tim Duncan
4/13/2011,Blazers,rest (DNP),2011,1,Brandon Roy
4/13/2011,Blazers,rest (DNP),2011,1,Gerald Wallace
4/13/2011,Blazers,rest (DNP),2011,1,LaMarcus Aldridge
4/13/2011,Blazers,rest (DNP),2011,1,Marcus Camby
4/13/2011,Bulls,sprained left thumb (DNP),2011,1,Ronnie Brewer
4/13/2011,Cavaliers,sore right heel (DNP),2011,1,Semih Erden
4/13/2011,Celtics,rest (DNP),2011,1,Jermaine O'Neal
4/13/2011,Grizzlies,rest (DNP),2011,1,Mike Conley Jr.
4/13/2011,Grizzlies,knee injury / rest (DNP),2011,1,Tony Allen
4/13/2011,Grizzlies,rest (DNP),2011,1,Zach Randolph
4/13/2011,Heat,rest (DNP),2011,1,Chris Bosh
4/13/2011,Heat,rest (DNP),2011,1,Dwyane Wade
4/13/2011,Heat,rest (DNP),2011,1,LeBron James
4/13/2011,Heat,thumb injury (DTD),2011,1,Mike Miller
4/13/2011,Jazz,partial muscle tear / left knee injury (CBC) (DNP),2011,1,C.J. Miles
4/13/2011,Knicks,rest (DNP),2011,1,Chauncey Billups
4/13/2011,Magic,sore left knee / rest (DNP),2011,1,Gilbert Arenas
4/13/2011,Nets,left shoulder injury (DNP),2011,1,Mario West
4/13/2011,Nuggets,hamstring injury / rest (DNP),2011,1,Arron Afflalo
4/13/2011,Nuggets,rest (DNP),2011,1,Kenyon Martin
4/13/2011,Nuggets,rest (DNP),2011,1,Raymond Felton
4/16/2011,Cavaliers,surgery to repair hernia (out indefinitely),2011,1,Ramon Sessions
4/16/2011,Cavaliers,surgery on right wrist (out indefinitely),2011,1,Samardo Samuels
4/16/2011,Cavaliers,surgery to repair separated left shoulder (out indefinitely),2011,1,Semih Erden
4/18/2011,Rockets,arthroscopic surgery on left knee (out indefinitely),2011,1,Luis Scola
4/22/2011,Magic,sprained left ankle (DNP),2011,1,Chris Duhon
5/4/2011,Knicks,surgery on right shoulder to repair torn labrum (out indefinitely),2011,1,Toney Douglas
5/4/2011,Nets,surgery on upper right arm to remove bone mass and calcium deposit (out indefinitely),2011,1,Brook Lopez
5/10/2011,Bobcats,surgery on left hip to repair torn labrum (out indefinitely),2011,1,Gerald Henderson 
5/25/2011,Bulls,stress fracture in left fibula (out for season),2011,1,Omer Asik
5/25/2011,Warriors,surgery on right ankle (out indefinitely),2011,1,Stephen Curry
6/3/2011,Raptors,surgery on left ankle (out indefinitely),2011,1,Amir Johnson
6/8/2011,Hawks,surgery on back to repair bulging disc (out indefinitely),2011,1,Marvin Williams
6/15/2011,Kings,fractured right big toe (out for season),2011,1,Jason Thompson
6/27/2011,Mavericks,surgery on left foot (out indefinitely),2011,1,Rodrigue Beaubois
9/28/2011,Timberwolves,surgery on back (out indefinitely),2011,1,Martell Webster
10/7/2011,Clippers,surgery on right knee to repair torn lateral meniscus (out indefinitely),2011,1,Eric Bledsoe
12/1/2011,Heat,surgery to repair hernia (out indefinitely) (date approximate),2011,1,Mike Miller
12/9/2011,Blazers,underwent procedure on heart for Wolff-Parkinson-White Syndrome (irregular heartbeat) (DTD),2011,1,LaMarcus Aldridge
12/12/2011,Spurs,appendectomy (out indefinitely),2011,1,Gary Neal
12/14/2011,Lakers,surgery on left knee to repair torn menuscus (out indefinitely),2011,1,Derrick Caracter
12/16/2011,Bobcats,surgery on left knee to repair torn cartilage (out indefinitely),2011,1,Eduardo Najera
12/16/2011,Bobcats,torn meniscus in left knee (out indefinitely),2011,1,Reggie Williams
12/17/2011,Celtics,surgery on heart to repair aortic aneurysm (out for season),2011,1,Jeff Green
12/20/2011,Grizzlies,ruptured right Achilles tendon (out for season),2011,1,Darrell Arthur
12/22/2011,Nets,surgery on right foot to repair stress fracture (out indefinitely),2011,1,Brook Lopez
12/25/2011,Blazers,surgery on left knee (out indefinitely),2011,1,Greg Oden
12/25/2011,Bobcats,surrgery on left knee to repair torn meniscus (out indefinitely),2011,1,Reggie Williams
12/25/2011,Cavaliers,left thumb injury (out indefinitely),2011,1,Semih Erden
12/25/2011,Clippers,sprained right foot (DNP),2011,1,Reggie Evans
12/25/2011,Grizzlies,right ankle injury (out indefinitely),2011,1,Xavier Henry
12/25/2011,Hawks,surgery on left shoulder (out indefinitely),2011,1,Kirk Hinrich
12/25/2011,Hornets,hyperextended right knee (out indefinitely),2011,1,DaJuan Summers
12/25/2011,Knicks,sprained MCL in right knee (out indefinitely),2011,1,Iman Shumpert
12/25/2011,Knicks,sore back (DNP),2011,1,Mike Bibby
12/25/2011,Raptors,recovering from microfracture surgery on right knee to repair cartilage damage (out indefinitely),2011,1,Linas Kleiza
12/25/2011,Timberwolves,surgery on left knee (out indefinitely),2011,1,Brad Miller
12/25/2011,Clippers,torn lateral meniscus in right knee (DTD),2011,1,Eric Bledsoe
12/26/2011,76ers,toe injury (DTD),2011,1,Andres Nocioni
12/26/2011,Bobcats,sprained left ankle (DNP),2011,1,Tyrus Thomas
12/26/2011,Bucks,sprained right wrist (DNP),2011,1,Carlos Delfino
12/26/2011,Timberwolves,groin injury (DTD),2011,1,Nikola Pekovic
12/27/2011,Lakers,hip injury (DNP),2011,1,Matt Barnes
12/27/2011,Nets,dehydration (DTD),2011,1,Jordan Williams
12/28/2011,Celtics,bruised left shoulder (DNP),2011,1,Chris Wilcox
12/28/2011,Hornets,bruised right knee (DNP),2011,1,Eric Gordon
12/28/2011,Knicks,calf injury (DTD),2011,1,Jared Jeffries
12/30/2011,Clippers,sore right groin (DNP),2011,1,Chauncey Billups
12/30/2011,Grizzlies,sprained left ankle (DNP),2011,1,Mike Conley Jr.
12/30/2011,Hawks,knee injury (DNP),2011,1,Jason Collins
12/30/2011,Jazz,sprained right ankle (DNP),2011,1,Al Jefferson
12/30/2011,Timberwolves,strained left hamstring (DNP),2011,1,Jose Barea 
12/30/2011,Timberwolves,surgery on left knee to repair torn meniscus (DNP),2011,1,Malcom Lee
12/30/2011,Timberwolves,strained left adductor muscle (DNP),2011,1,Nikola Pekovic
12/31/2011,76ers,returned to lineup,2011,1,Andres Nocioni
12/31/2011,Knicks,sprained left ankle (DNP),2011,1,Amar'e Stoudemire
1/1/2012,Bobcats,sprained left ankle (DNP),2012,1,Tyrus Thomas
1/1/2012,Bulls,sore left groin (DNP),2012,1,Richard Hamilton
1/1/2012,Clippers,sore right groin (DNP),2012,1,Chauncey Billups
1/1/2012,Clippers,sprained right foot (DNP),2012,1,Reggie Evans
1/1/2012,Grizzlies,sprained left ankle (DNP),2012,1,Mike Conley Jr.
1/1/2012,Hornets,bruised right knee (DNP),2012,1,Eric Gordon
1/1/2012,Raptors,sprained left ankle (DNP),2012,1,Jerryd Bayless
1/1/2012,Timberwolves,recovering from surgery on left knee to repair torn meniscus (DNP),2012,1,Malcom Lee
1/1/2012,Grizzlies,sprained right ankle (DNP),2012,1,Xavier Henry
1/2/2012,Bucks,illness (DNP),2012,1,Mike Dunleavy Jr.
1/2/2012,Heat,left foot infection (DNP),2012,1,Mickell Gladness
1/2/2012,Knicks,sprained left ankle (DNP),2012,1,Amar'e Stoudemire
1/2/2012,Spurs,broken bone in left hand (out indefinitely),2012,1,Manu Ginobili
1/2/2012,Timberwolves,strained left hamstring (DNP),2012,1,Jose Barea 
1/3/2012,Bucks,sprained/bruised left shoulder (DNP),2012,1,Beno Udrih
1/3/2012,Bucks,sore groin (DNP),2012,1,Mike Dunleavy Jr.
1/3/2012,Bulls,sprained left elbow (DNP),2012,1,C.J. Watson
1/4/2012,76ers,strained back (DNP),2012,1,Nikola Vucevic
1/4/2012,Heat,bruised left foot (DNP),2012,1,Dwyane Wade
1/4/2012,Hornets,strained groin (DNP),2012,1,Trevor Ariza
1/4/2012,Nets,sore ribs on right side (DNP),2012,1,Deron Williams
1/4/2012,Thunder,surgery to repair broken nose (out indefinitely),2012,1,Ryan Reid
1/5/2012,Bucks,right knee tendinitis (DNP),2012,1,Luc Mbah a Moute
1/5/2012,Kings,personal reasons (DNP),2012,1,Donte Greene
1/5/2012,Knicks,foot injury (DNP),2012,1,Mike Bibby
1/6/2012,Kings,dislocated left shoulder (out indefinitely),2012,1,Chuck Hayes
1/6/2012,Magic,allergic reaction (DTD),2012,1,DeAndre Liggins
1/6/2012,Nets,sprained right ankle (DTD),2012,1,Damion James
1/6/2012,Nets,sprained left ankle (DNP),2012,1,MarShon Brooks
1/6/2012,Pacers,sprained left ankle (DTD),2012,1,Lance Stephenson
1/6/2012,Pistons,groin injury (DTD),2012,1,Rodney Stuckey
1/6/2012,Rockets,bruised right foot (DTD),2012,1,Kyle Lowry
1/6/2012,Timberwolves,returned to lineup,2012,1,Nikola Pekovic
1/6/2012,Bobcats,strained left hamstring (DNP),2012,1,Corey Maggette
1/7/2012,Heat,sprained left ankle (DNP),2012,1,LeBron James
1/7/2012,Mavericks,strained lower back (DNP),2012,1,Jason Kidd
1/7/2012,Nets,sore right foot (DNP),2012,1,Damion James
1/7/2012,Nuggets,bruised left heel (DNP),2012,1,Nene Hilario 
1/7/2012,Pacers,sprained right knee (DTD),2012,1,Jeff Ayres
1/7/2012,Pistons,sore right ankle (DNP),2012,1,Austin Daye
1/7/2012,Pistons,sore right ankle (DNP),2012,1,Charlie Villanueva
1/7/2012,Pistons,sore groin (DNP),2012,1,Rodney Stuckey
1/7/2012,Timberwolves,sprained right foot (out indefinitely),2012,1,Michael Beasley
1/8/2012,Kings,dislocated left shoulder (DNP),2012,1,Chuck Hayes
1/8/2012,Timberwolves,sprained right foot (DNP),2012,1,Michael Beasley
1/8/2012,Wizards,sore right knee (DNP),2012,1,Rashard Lewis
1/9/2012,Nets,sore right knee (DNP),2012,1,DeShawn Stevenson
1/9/2012,Pacers,food poisoning (DNP),2012,1,Danny Granger
1/9/2012,Pacers,sore back (DNP),2012,1,George Hill
1/9/2012,Nets,back spasms (DNP),2012,1,Mehmet Okur
1/10/2012,Kings,bruised left thigh (DNP),2012,1,Marcus Thornton 
1/10/2012,Lakers,gastroenteritis (DNP),2012,1,Troy Murphy
1/10/2012,Timberwolves,sprained right midfoot (DNP),2012,1,Michael Beasley
1/11/2012,76ers,strained lower back (DNP),2012,1,Spencer Hawes
1/11/2012,Bulls,sprained left big toe (DNP),2012,1,Derrick Rose
1/11/2012,Celtics,illness (DNP),2012,1,Marquis Daniels
1/11/2012,Hawks,back spasms (DNP),2012,1,Tracy McGrady
1/11/2012,Jazz,flu (DNP),2012,1,Jeremy Evans
1/11/2012,Nuggets,strained right foot (DNP),2012,1,Ty Lawson
1/11/2012,Wizards,sore right shoulder (DTD),2012,1,Andray Blatche
1/12/2012,Warriors,bruised left knee (DNP),2012,1,Dorell Wright
1/12/2012,Hawks,sprained left ankle (DNP),2012,1,Marvin Williams
1/13/2012,Bobcats,right knee inflammation (DNP),2012,1,DeSagana Diop
1/13/2012,Bucks,concussion (DNP),2012,1,Andrew Bogut
1/13/2012,Lakers,rest (DNP),2012,1,Ron Artest
1/13/2012,Nets,sprained left ankle (DNP),2012,1,Dennis Horner
1/13/2012,Pacers,sore lower back (DNP),2012,1,Jeff Foster
1/13/2012,Raptors,strained left calf (DNP),2012,1,Andrea Bargnani
1/13/2012,Suns,strained right quadriceps (DNP),2012,1,Grant Hill
1/13/2012,Suns,bruised right quadricep (DNP),2012,1,Steve Nash
1/13/2012,Timberwolves,sprained left ankle (DNP),2012,1,Jose Barea 
1/14/2012,Blazers,sprained left ankle (DNP),2012,1,Marcus Camby
1/14/2012,Celtics,sore left calf (DNP),2012,1,Chris Wilcox
1/14/2012,Clippers,sore right foot (DNP),2012,1,Mo Williams
1/14/2012,Nets,shin splits (DNP),2012,1,Shawne Williams
1/15/2012,Jazz,strained left quadricep (DNP),2012,1,Josh Howard
1/15/2012,Pistons,strained right foot (DNP),2012,1,Will Bynum
1/15/2012,Spurs,gastroenteritis (DNP),2012,1,Malcolm Thomas 
1/16/2012,76ers,bruised right quadricep (DNP),2012,1,Evan Turner
1/16/2012,Bulls,sprained left big toe / turf toe (DNP),2012,1,Derrick Rose
1/16/2012,Clippers,strained left hamstring (DNP),2012,1,Chris Paul
1/16/2012,Raptors,sprained right ankle (DNP),2012,1,James Johnson
1/17/2012,Hawks,surgery to repair torn left pectoral muscle (out for season),2012,1,Al Horford
1/17/2012,Heat,sprained right ankle (DNP),2012,1,Dwyane Wade
1/17/2012,Jazz,sprained left ankle (DNP),2012,1,Derrick Favors
1/18/2012,76ers,strained left Achilles tendon (DNP),2012,1,Spencer Hawes
1/18/2012,Knicks,sore right knee (DNP),2012,1,Bill Walker
1/18/2012,Mavericks,sprained left foot (DNP),2012,1,Vince Carter
1/18/2012,Nuggets,strained lower back (DNP),2012,1,Timofey Mozgov
1/18/2012,Pacers,concussion (DNP),2012,1,Jeff Ayres
1/18/2012,Thunder,surgery on right knee to repair torn ACL (out for season),2012,1,Eric Maynor
1/19/2012,Jazz,dermatitis (DTD),2012,1,Jamaal Tinsley
1/19/2012,Warriors,surgery to repair torn pectoralis major muscle in chest,2012,1,Kwame Brown
1/20/2012,Celtics,sprained right wrist (DNP),2012,1,Rajon Rondo
1/20/2012,Nuggets,bruised right heel (DNP),2012,1,Nene Hilario 
1/21/2012,Blazers,finger injury (DTD),2012,1,Gerald Wallace
1/21/2012,Bulls,sprained left ankle (DNP),2012,1,Joakim Noah
1/21/2012,Bulls,strained left groin (DNP),2012,1,John Lucas III
1/21/2012,Bulls,sprained left ankle (DNP),2012,1,Taj Gibson
1/21/2012,Kings,illness (DNP),2012,1,John Salmons
1/21/2012,Mavericks,sore right knee (DNP),2012,1,Dirk Nowitzki
1/21/2012,Nuggets,strained right Achilles tendon (DTD),2012,1,Rudy Fernandez
1/21/2012,Pistons,sore left shoulder (DNP),2012,1,Ben Gordon
1/21/2012,Spurs,rest (DNP),2012,1,Tim Duncan
1/22/2012,Bobcats,bruised left knee (DNP),2012,1,D.J. White
1/23/2012,76ers,strained left quadricep / left knee injury (DNP),2012,1,Nikola Vucevic
